<6.073836734693887,  200,  none,  10,  uniform>>
<4.788836734693877,  200,  lru,  10,  uniform>>
<5.041377551020401,  200,  lru,  20,  uniform>>
<4.523306122449004,  200,  lru,  50,  uniform>>
<4.609653061224473,  200,  lru,  100,  uniform>>
<4.944295918367349,  200,  lru,  200,  uniform>>
<5.4328061224489845,  200,  fifo,  10,  uniform>>
<5.69881632653062,  200,  fifo,  20,  uniform>>
<4.5069693877551,  200,  fifo,  50,  uniform>>
<4.478244897959184,  200,  fifo,  100,  uniform>>
<4.765173469387753,  200,  fifo,  200,  uniform>>
<4.871979591836727,  200,  mru,  10,  uniform>>
<4.522142857142851,  200,  mru,  20,  uniform>>
<4.5193469387755085,  200,  mru,  50,  uniform>>
<5.062367346938774,  200,  mru,  100,  uniform>>
<4.977806122448976,  200,  mru,  200,  uniform>>
<5.180704081632646,  200,  lfu,  10,  uniform>>
<4.511408163265304,  200,  lfu,  20,  uniform>>
<4.599704081632645,  200,  lfu,  50,  uniform>>
<4.547295918367342,  200,  lfu,  100,  uniform>>
<4.666357142857137,  200,  lfu,  200,  uniform>>
<4.482683673469392,  200,  lifo,  10,  uniform>>
<5.333806122448987,  200,  lifo,  20,  uniform>>
<5.448540816326545,  200,  lifo,  50,  uniform>>
<5.028346938775517,  200,  lifo,  100,  uniform>>
<5.091612244897947,  200,  lifo,  200,  uniform>>
<8.86885714285713,  200,  none,  10,  zipf(1.2)>>
<4.6216326530612255,  200,  lru,  10,  zipf(1.2)>>
<4.5562244897959125,  200,  lru,  20,  zipf(1.2)>>
<4.813448979591839,  200,  lru,  50,  zipf(1.2)>>
<4.5222755102040795,  200,  lru,  100,  zipf(1.2)>>
<4.611755102040822,  200,  lru,  200,  zipf(1.2)>>
<4.505602040816324,  200,  fifo,  10,  zipf(1.2)>>
<4.525459183673471,  200,  fifo,  20,  zipf(1.2)>>
<4.826510204081633,  200,  fifo,  50,  zipf(1.2)>>
<4.613244897959187,  200,  fifo,  100,  zipf(1.2)>>
<4.905142857142852,  200,  fifo,  200,  zipf(1.2)>>
<4.827938775510202,  200,  mru,  10,  zipf(1.2)>>
<5.080275510204077,  200,  mru,  20,  zipf(1.2)>>
<4.56405102040816,  200,  mru,  50,  zipf(1.2)>>
<4.467948979591835,  200,  mru,  100,  zipf(1.2)>>
<4.819030612244897,  200,  mru,  200,  zipf(1.2)>>
<4.488622448979574,  200,  lfu,  10,  zipf(1.2)>>
<4.934091836734695,  200,  lfu,  20,  zipf(1.2)>>
<4.554142857142857,  200,  lfu,  50,  zipf(1.2)>>
<4.483806122448976,  200,  lfu,  100,  zipf(1.2)>>
<4.276020408163258,  200,  lfu,  200,  zipf(1.2)>>
<4.471867346938773,  200,  lifo,  10,  zipf(1.2)>>
<4.64967346938776,  200,  lifo,  20,  zipf(1.2)>>
<5.455397959183659,  200,  lifo,  50,  zipf(1.2)>>
<4.669214285714283,  200,  lifo,  100,  zipf(1.2)>>
<4.552561224489791,  200,  lifo,  200,  zipf(1.2)>>
